gyro_xout_scaled,gyro_yout_scaled,gyro_zout_scaled,accel_xout_scaled,accel_yout_scaled,accel_zout_scaled,x_rotation,y_rotation,measured_timestamp
-5.0,-2.0,-2.0,-0.08544921875,-0.763427734375,1.0517578125,-35.8848018987545,3.76174325031508,1488055484.96798
-5.0,-1.0,-2.0,-0.09619140625,-0.76806640625,1.0615234375,-35.7764675129965,4.19880730422673,1488055485.01753
-5.0,-1.0,-2.0,-0.096923828125,-0.76513671875,1.048583984375,-36.0017180984788,4.27024598793186,1488055485.12339
-5.0,-1.0,-2.0,-0.0908203125,-0.75830078125,1.049072265625,-35.7590304961317,4.01340391644908,1488055485.18531
-5.0,-1.0,-2.0,-0.099365234375,-0.767822265625,1.048095703125,-36.1039326007783,4.37339922466857,1488055485.23598
-5.0,-1.0,-2.0,-0.089111328125,-0.75537109375,1.041015625,-35.8656443179807,3.96328310210238,1488055485.34026
-5.0,-1.0,-2.0,-0.108154296875,-0.773193359375,1.0537109375,-36.127435891318,4.73060762859097,1488055485.38812
-5.0,-1.0,-2.0,-0.095947265625,-0.765869140625,1.049560546875,-36.0049484105565,4.22342061006402,1488055485.4411
-5.0,-1.0,-2.0,-0.091064453125,-0.767578125,1.04638671875,-36.1589199122206,4.01398810089428,1488055485.54142
-5.0,-1.0,-2.0,-0.08935546875,-0.7529296875,1.049560546875,-35.5568188943949,3.95723533254932,1488055485.59335
-5.0,-1.0,-2.0,-0.092041015625,-0.765380859375,1.0439453125,-36.141731292936,4.06709875859533,1488055485.6434
-5.0,-1.0,-2.0,-0.09814453125,-0.760986328125,1.04833984375,-35.8570054395372,4.33260185397769,1488055485.69478
-5.0,-1.0,-2.0,-0.09521484375,-0.7802734375,1.06103515625,-36.2207492665577,4.13494695337426,1488055485.74328
-5.0,-1.0,-2.0,-0.09521484375,-0.76611328125,1.04443359375,-36.1477959198323,4.20417247127442,1488055485.79394
-5.0,-1.0,-2.0,-0.08154296875,-0.769287109375,1.049560546875,-36.15780318718,3.5856216971323,1488055485.84554
-5.0,-1.0,-2.0,-0.099609375,-0.76513671875,1.048095703125,-36.0078126809915,4.3894376941755,1488055485.89293
-5.0,-1.0,-2.0,-0.0966796875,-0.780029296875,1.04931640625,-36.5100929895674,4.22894773353299,1488055485.94285
-5.0,-1.0,-2.0,-0.1005859375,-0.766357421875,1.04736328125,-36.0677414772741,4.43186203114337,1488055485.99151
-5.0,-1.0,-2.0,-0.102294921875,-0.763916015625,1.04541015625,-36.0268916652696,4.51731339090369,1488055486.04205
-5.0,-1.0,-2.0,-0.096923828125,-0.761962890625,1.05029296875,-35.8446102158643,4.27183734932252,1488055486.09591
-5.0,-1.0,-2.0,-0.09521484375,-0.763671875,1.050537109375,-35.9033064151797,4.19291738288359,1488055486.14327
-5.0,-1.0,-2.0,-0.096435546875,-0.764892578125,1.050048828125,-35.9564772746244,4.24542395928087,1488055486.19316
-5.0,-1.0,-2.0,-0.094970703125,-0.76416015625,1.03564453125,-36.3075715752679,4.22017196989149,1488055486.2423
-5.0,-1.0,-2.0,-0.099609375,-0.776123046875,1.050537109375,-36.3340406214994,4.36108057172618,1488055486.29276
-5.0,-1.0,-2.0,-0.09912109375,-0.76171875,1.042236328125,-36.0384132989519,4.39074676720718,1488055486.34448
-5.0,-1.0,-2.0,-0.09130859375,-0.777099609375,1.044921875,-36.5335779434401,4.0109173347037,1488055486.39517
-5.0,-1.0,-2.0,-0.1025390625,-0.77099609375,1.0576171875,-35.9643116032328,4.47969524540556,1488055486.44141
-5.0,-1.0,-2.0,-0.088134765625,-0.763427734375,1.044921875,-36.0554574892488,3.89612944400016,1488055486.49346
-5.0,-1.0,-2.0,-0.093017578125,-0.76708984375,1.05078125,-36.0237110577545,4.08955635490797,1488055486.54408
-6.0,-1.0,-2.0,-0.095947265625,-0.778076171875,1.046875,-36.5064351524693,4.20704296288941,1488055486.64713
-5.0,-1.0,-2.0,-0.09619140625,-0.759521484375,1.045166015625,-35.8910438641841,4.25792840390656,1488055486.69761
-5.0,-1.0,-2.0,-0.1025390625,-0.77294921875,1.0546875,-36.1081754500817,4.48383282923064,1488055486.7478
-5.0,-1.0,-2.0,-0.1015625,-0.7705078125,1.045654296875,-36.2568925546332,4.47101394868951,1488055486.79926
-6.0,-2.0,-2.0,-0.097412109375,-0.76611328125,1.0400390625,-36.2566866978066,4.31257659084944,1488055486.85033
-5.0,-1.0,-2.0,-0.09619140625,-0.76904296875,1.046875,-36.186465157179,4.23507631281293,1488055486.89979
-5.0,-1.0,-2.0,-0.107177734375,-0.779296875,1.033203125,-36.8782444088851,4.73428249823074,1488055486.94983
-5.0,-1.0,-2.0,-0.109130859375,-0.765380859375,1.04541015625,-36.061270587204,4.8146090303889,1488055486.99972
-5.0,-1.0,-2.0,-0.0966796875,-0.769775390625,1.0439453125,-36.2872136642597,4.26279047059157,1488055487.05076
-5.0,-1.0,-2.0,-0.09619140625,-0.765380859375,1.053466796875,-35.8866950753633,4.2248283798575,1488055487.10085
-5.0,0.0,-2.0,-0.0927734375,-0.767333984375,1.037353515625,-36.3814115563706,4.11249143865091,1488055487.15085
-5.0,-1.0,-2.0,-0.09619140625,-0.767333984375,1.046630859375,-36.1320558736193,4.23900385678596,1488055487.20228
-5.0,-1.0,-2.0,-0.09375,-0.761474609375,1.05322265625,-35.7594557831704,4.12583534033493,1488055487.25265
-5.0,-1.0,-2.0,-0.094482421875,-0.765380859375,1.051025390625,-35.9533114307138,4.15631245404031,1488055487.30186
-5.0,-1.0,-2.0,-0.0966796875,-0.7626953125,1.048828125,-35.9089814527583,4.26358765353933,1488055487.35235
-5.0,-1.0,-2.0,-0.1005859375,-0.764404296875,1.04052734375,-36.1751310236344,4.45465775258227,1488055487.40217
-5.0,-1.0,-2.0,-0.09228515625,-0.768798828125,1.051025390625,-36.079757031222,4.05371966871374,1488055487.45337
-5.0,-1.0,-2.0,-0.09326171875,-0.761962890625,1.046142578125,-35.960044381075,4.12162413755668,1488055487.50356
-5.0,-1.0,-2.0,-0.095947265625,-0.77001953125,1.055908203125,-35.9892698443591,4.19903065312405,1488055487.55378
-5.0,-1.0,-2.0,-0.095458984375,-0.76708984375,1.0478515625,-36.0935710566927,4.20413067877641,1488055487.6051
-5.0,-1.0,-2.0,-0.08740234375,-0.76953125,1.039794921875,-36.4079967376324,3.86538275769174,1488055487.65541
-5.0,-1.0,-2.0,-0.095703125,-0.779052734375,1.060302734375,-36.1955755234211,4.16021097474444,1488055487.70122
-5.0,-1.0,-2.0,-0.095703125,-0.765869140625,1.047607421875,-36.0558693486405,4.21781437894965,1488055487.75365
-5.0,-1.0,-2.0,-0.093017578125,-0.7724609375,1.05126953125,-36.201484305272,4.07841041319918,1488055487.8038
-5.0,-1.0,-2.0,-0.099609375,-0.766845703125,1.052490234375,-35.9556279717005,4.37413506036009,1488055487.85513
-5.0,-1.0,-2.0,-0.0927734375,-0.76953125,1.052001953125,-36.0794869817346,4.0712924588834,1488055487.90558
-5.0,-1.0,-2.0,-0.096435546875,-0.7607421875,1.031494140625,-36.2903074673342,4.30290674928612,1488055487.95441
-5.0,-1.0,-2.0,-0.092041015625,-0.767578125,1.054931640625,-35.9366915373296,4.03550613171719,1488055488.04627
-5.0,-1.0,-2.0,-0.09814453125,-0.757568359375,1.052978515625,-35.6158397784841,4.32675348974214,1488055488.0916
-5.0,-1.0,-2.0,-0.078369140625,-0.764404296875,1.0322265625,-36.4426840163825,3.49150993045948,1488055488.13931
-6.0,-1.0,-2.0,-0.100341796875,-0.7626953125,1.0380859375,-36.1781780469292,4.45412571555568,1488055488.19072
-5.0,0.0,-2.0,-0.092529296875,-0.76025390625,1.032958984375,-36.2436912373977,4.1263728337121,1488055488.24175
-5.0,-1.0,-2.0,-0.094482421875,-0.771484375,1.0322265625,-36.6598271116717,4.19328445338701,1488055488.29239
-5.0,-1.0,-2.0,-0.081787109375,-0.768798828125,1.039794921875,-36.3938817559386,3.61894549525136,1488055488.34319
-5.0,-1.0,-2.0,-0.104736328125,-0.763427734375,1.0537109375,-35.7901216852302,4.60192669537649,1488055488.39495
-5.0,-1.0,-2.0,-0.097900390625,-0.766845703125,1.04833984375,-36.0664828795219,4.31042658465096,1488055488.44525
-5.0,-1.0,-2.0,-0.0810546875,-0.7705078125,1.056396484375,-36.0260037897852,3.54724385977093,1488055488.49483
-5.0,-1.0,-2.0,-0.09619140625,-0.779296875,1.052001953125,-36.4161117650241,4.20215769820069,1488055488.54337
-5.0,-1.0,-2.0,-0.09326171875,-0.768798828125,1.04345703125,-36.2732775444057,4.11568739914165,1488055488.59598
-5.0,-1.0,-2.0,-0.090087890625,-0.7685546875,1.04931640625,-36.1200679359127,3.96213291016513,1488055488.64426
-5.0,-1.0,-2.0,-0.096435546875,-0.767822265625,1.055419921875,-35.9228051502643,4.22576229899108,1488055488.69662
-5.0,-1.0,-2.0,-0.094482421875,-0.7607421875,1.053466796875,-35.7253938885128,4.15869261065011,1488055488.74883
-5.0,-1.0,-2.0,-0.09521484375,-0.765380859375,1.04150390625,-36.1977331473815,4.21323123414103,1488055488.79969
-5.0,-1.0,-2.0,-0.10693359375,-0.764892578125,1.0595703125,-35.6874557167779,4.67797763768374,1488055488.84958
-5.0,-1.0,-2.0,-0.093994140625,-0.761962890625,1.03173828125,-36.3336493162008,4.19136408380543,1488055488.89796
-5.0,-1.0,-2.0,-0.09228515625,-0.76611328125,1.048095703125,-36.0598695438274,4.06601225924322,1488055488.9504
-5.0,-1.0,-2.0,-0.10546875,-0.76708984375,1.049560546875,-36.0248438849553,4.63823131391628,1488055489.00201
-5.0,-1.0,-2.0,-0.096435546875,-0.76806640625,1.055419921875,-35.9314597860671,4.22529896426412,1488055489.05588
-5.0,-1.0,-2.0,-0.10205078125,-0.757568359375,1.037109375,-36.0152982472747,4.54308182786554,1488055489.10202
-5.0,-1.0,-2.0,-0.109375,-0.751220703125,1.05126953125,-35.403231904806,4.83852903280257,1488055489.15045
-5.0,-1.0,-2.0,-0.102783203125,-0.770751953125,1.046142578125,-36.2498275970983,4.52266503316057,1488055489.20107
-5.0,-1.0,-2.0,-0.08935546875,-0.756103515625,1.04296875,-35.8408504221923,3.96792234661347,1488055489.25248
-5.0,-1.0,-2.0,-0.09033203125,-0.768798828125,1.0537109375,-36.0150678339342,3.96162751577385,1488055489.30301
-5.0,-1.0,-2.0,-0.09912109375,-0.76708984375,1.052001953125,-35.9780070310995,4.35361102665873,1488055489.35583
-5.0,-1.0,-2.0,-0.09814453125,-0.7705078125,1.05029296875,-36.1455192712813,4.30877614853315,1488055489.40226
-5.0,-1.0,-2.0,-0.10400390625,-0.764892578125,1.054443359375,-35.8253806616741,4.56480722167266,1488055489.45561
-5.0,-1.0,-2.0,-0.094970703125,-0.768798828125,1.046875,-36.1806790740108,4.18198717615536,1488055489.63475
-5.0,-1.0,-2.0,-0.092529296875,-0.7666015625,1.04443359375,-36.1714439428189,4.08509275187202,1488055489.685
-5.0,-1.0,-2.0,-0.10888671875,-0.751953125,1.05322265625,-35.3812041085878,4.8095649857747,1488055489.73547
-5.0,-1.0,-2.0,-0.0966796875,-0.763671875,1.033203125,-36.3499340175969,4.30333969803355,1488055489.78189
-5.0,-1.0,-2.0,-0.095947265625,-0.763427734375,1.03125,-36.3943014182792,4.27654845719681,1488055489.83193
-5.0,-1.0,-2.0,-0.096923828125,-0.774169921875,1.047607421875,-36.3473424334026,4.25535405270026,1488055489.88592
-5.0,-1.0,-2.0,-0.094482421875,-0.76513671875,1.05224609375,-35.9132769096172,4.15362756820705,1488055489.93308
-5.0,-1.0,-2.0,-0.094970703125,-0.76611328125,1.047607421875,-36.0662797022371,4.18518726869262,1488055489.98315
-5.0,-1.0,-2.0,-0.09619140625,-0.766845703125,1.048828125,-36.0579722269513,4.23417831786813,1488055490.03171
-5.0,-1.0,-2.0,-0.10693359375,-0.774658203125,1.0556640625,-36.1322587156496,4.66877084980203,1488055490.08212
-5.0,-1.0,-2.0,-0.095947265625,-0.7646484375,1.05517578125,-35.8174975520997,4.21107305711605,1488055490.13381
-5.0,-1.0,-2.0,-0.09521484375,-0.75146484375,1.057373046875,-35.2918669833057,4.19798643869287,1488055490.18447
-5.0,-1.0,-2.0,-0.096923828125,-0.76513671875,1.051513671875,-35.9263740641522,4.26249956891416,1488055490.23531
-5.0,-1.0,-2.0,-0.1005859375,-0.765869140625,1.0380859375,-36.2910026138666,4.45843271174885,1488055490.28956
-5.0,-1.0,-2.0,-0.09619140625,-0.76806640625,1.05224609375,-36.0133825654976,4.22290852095419,1488055490.3407
-5.0,-1.0,-2.0,-0.097900390625,-0.75048828125,1.050537109375,-35.4243689073944,4.33637713773049,1488055490.39053
-5.0,-1.0,-2.0,-0.09619140625,-0.771240234375,1.046630859375,-36.2707158384939,4.2314882025559,1488055490.43918
-5.0,-1.0,-2.0,-0.094482421875,-0.768798828125,1.043212890625,-36.2767674613617,4.16999902491978,1488055490.48964
-5.0,-1.0,-2.0,-0.09716796875,-0.760986328125,1.0478515625,-35.8719111841427,4.29095701097761,1488055490.54139
-6.0,-1.0,-2.0,-0.09716796875,-0.779541015625,1.05224609375,-36.4160722175653,4.24356117659115,1488055490.59202
-5.0,0.0,-2.0,-0.101318359375,-0.76318359375,1.054443359375,-35.7712559085264,4.45082809394673,1488055490.64275
-5.0,-1.0,-2.0,-0.08056640625,-0.7626953125,1.04296875,-36.0958395791659,3.56798550946934,1488055490.82365
-5.0,-1.0,-2.0,-0.0986328125,-0.770263671875,1.051025390625,-36.1168390560312,4.32865410403572,1488055490.87446
-5.0,-1.0,-2.0,-0.09228515625,-0.763671875,1.040771484375,-36.1626191505315,4.0890896358464,1488055490.9242
-5.0,-1.0,-2.0,-0.10888671875,-0.762939453125,1.041015625,-36.0884385904348,4.82236629363999,1488055490.97312
-5.0,-1.0,-2.0,-0.092529296875,-0.757568359375,1.046142578125,-35.8043432330693,4.09751365424612,1488055491.02396
-5.0,-1.0,-2.0,-0.091796875,-0.759765625,1.037109375,-36.1192433273315,4.08412229540423,1488055491.07577
-5.0,-1.0,-2.0,-0.0966796875,-0.772216796875,1.051513671875,-36.1780543716372,4.23823460415091,1488055491.12317
-5.0,-1.0,-2.0,-0.082275390625,-0.75341796875,1.03857421875,-35.8732961033549,3.668995629056,1488055491.17308
-6.0,-1.0,-2.0,-0.0947265625,-0.7626953125,1.044189453125,-36.0333181261263,4.18983131271599,1488055491.22418
-6.0,-1.0,-2.0,-0.094970703125,-0.767578125,1.052734375,-35.9863657700528,4.16916827689329,1488055491.2746
-5.0,-1.0,-2.0,-0.094482421875,-0.76416015625,1.040283203125,-36.1876442948623,4.18644494282039,1488055491.32627
-5.0,-1.0,-2.0,-0.098876953125,-0.75830078125,1.052001953125,-35.6652636468214,4.36013900364172,1488055491.37374
-5.0,-1.0,-2.0,-0.09228515625,-0.76611328125,1.0498046875,-36.015801925596,4.06170896648338,1488055491.42375
-6.0,0.0,-2.0,-0.081298828125,-0.762939453125,1.044921875,-36.0523804187351,3.59556021373013,1488055491.47228
-5.0,-1.0,-2.0,-0.081787109375,-0.770751953125,1.0380859375,-36.5081201469866,3.61953286373825,1488055491.52246
-5.0,-1.0,-2.0,-0.091552734375,-0.75634765625,1.047119140625,-35.7375733806314,4.05417557271845,1488055491.57415
-5.0,-1.0,-2.0,-0.09423828125,-0.75048828125,1.0537109375,-35.3519696854161,4.16644416254098,1488055491.6272
-5.0,-1.0,-2.0,-0.09619140625,-0.7587890625,1.053466796875,-35.6516517027723,4.23735534061428,1488055491.67812
-5.0,-2.0,-2.0,-0.091552734375,-0.767822265625,1.0439453125,-36.2297965562562,4.04109827501207,1488055491.72997
-5.0,-1.0,-2.0,-0.09619140625,-0.76171875,1.0478515625,-35.9004075891374,4.2465838939633,1488055491.78119
-5.0,-1.0,-2.0,-0.094970703125,-0.760009765625,1.04443359375,-35.930343141999,4.20507849680943,1488055491.83112
-5.0,-1.0,-2.0,-0.08251953125,-0.74951171875,1.04150390625,-35.6554855361446,3.67960428630749,1488055491.87956
-5.0,-1.0,-2.0,-0.10009765625,-0.762451171875,1.054443359375,-35.7481450302869,4.39886036212115,1488055491.93002
-6.0,-1.0,-2.0,-0.100830078125,-0.763427734375,1.052490234375,-35.8310870941959,4.43434440971341,1488055492.12148
-5.0,0.0,-2.0,-0.098876953125,-0.764404296875,1.032470703125,-36.3899268538024,4.40128580972703,1488055492.17258
-6.0,-2.0,-2.0,-0.09765625,-0.77490234375,1.051025390625,-36.2831416116072,4.27697262084414,1488055492.34954
-5.0,-1.0,-2.0,-0.09716796875,-0.761962890625,1.05810546875,-35.6444064465852,4.26183855037588,1488055492.40093
-5.0,-1.0,-2.0,-0.104248046875,-0.762939453125,1.06884765625,-35.390946433781,4.53886902856273,1488055492.45232
-5.0,-1.0,-2.0,-0.0927734375,-0.77099609375,1.0537109375,-36.0874246359641,4.06431809888221,1488055492.6322
-5.0,-1.0,-2.0,-0.080322265625,-0.75341796875,1.03369140625,-36.004820981025,3.59315781484428,1488055492.68421
-5.0,-1.0,-2.0,-0.083740234375,-0.753662109375,1.044921875,-35.7144975243365,3.7188573472545,1488055492.8526
-5.0,-1.0,-2.0,-0.093017578125,-0.76708984375,1.03955078125,-36.3147238980188,4.11811701876449,1488055492.9043
-5.0,-1.0,-2.0,-0.096923828125,-0.769775390625,1.056396484375,-35.9658625563851,4.24080292960275,1488055492.95539
-5.0,-1.0,-2.0,-0.097900390625,-0.765380859375,1.041015625,-36.2039539068252,4.33293375084154,1488055493.00416
-5.0,-1.0,-2.0,-0.0947265625,-0.765380859375,1.05078125,-35.9590220775844,4.16764485629077,1488055493.0561
-5.0,-1.0,-2.0,-0.09375,-0.76953125,1.04736328125,-36.1968941787019,4.12580291375479,1488055493.10717
-6.0,-1.0,-2.0,-0.090576171875,-0.768310546875,1.052734375,-36.0222987139227,3.97557151632351,1488055493.15326
-5.0,-1.0,-2.0,-0.087890625,-0.7744140625,1.04248046875,-36.5099926759392,3.87179608150256,1488055493.28895
-5.0,-1.0,-2.0,-0.093994140625,-0.76416015625,1.060302734375,-35.6739890802074,4.11347817075088,1488055493.34112
-5.0,-1.0,-2.0,-0.099853515625,-0.76025390625,1.05810546875,-35.5771508160642,4.38251707592285,1488055493.44516
-5.0,-1.0,-2.0,-0.09423828125,-0.765869140625,1.037841796875,-36.3129293387896,4.17873912982127,1488055493.49983
-5.0,-1.0,-2.0,-0.108642578125,-0.763671875,1.04443359375,-36.0268518442158,4.79979478119507,1488055493.54944
-5.0,-1.0,-2.0,-0.100341796875,-0.76611328125,1.056640625,-35.8217108312716,4.39632997982532,1488055493.61734
-5.0,-1.0,-2.0,-0.09765625,-0.7685546875,1.05615234375,-35.9271647024434,4.27571609807732,1488055493.66947
-5.0,-1.0,-2.0,-0.10009765625,-0.779296875,1.060546875,-36.1875396272192,4.34939976442012,1488055493.78751
-5.0,-1.0,-2.0,-0.099609375,-0.759765625,1.031982421875,-36.234475792752,4.44460629674932,1488055493.84077
-5.0,-1.0,-2.0,-0.0927734375,-0.772705078125,1.056884765625,-36.0664185621007,4.05327052013877,1488055493.89355
-5.0,-1.0,-2.0,-0.0927734375,-0.768310546875,1.048828125,-36.1179615778597,4.08153528317564,1488055493.94745
-5.0,-1.0,-2.0,-0.096435546875,-0.752197265625,1.041748046875,-35.7153395181631,4.29207780150196,1488055494.07129
-5.0,-1.0,-2.0,-0.09716796875,-0.760009765625,1.040771484375,-36.0199656115179,4.31184858891334,1488055494.12062
-5.0,-1.0,-2.0,-0.095703125,-0.766845703125,1.0498046875,-36.033962974333,4.21021684618266,1488055494.17217
-5.0,-1.0,-2.0,-0.097900390625,-0.769775390625,1.03564453125,-36.5007950764926,4.33864284503231,1488055494.2258
-5.0,-1.0,-2.0,-0.107666015625,-0.76025390625,1.042724609375,-35.9514018295757,4.76930920587468,1488055494.27377
-5.0,-1.0,-2.0,-0.09814453125,-0.751220703125,1.050048828125,-35.4626664686536,4.34705325182655,1488055494.32414
-5.0,-1.0,-2.0,-0.09912109375,-0.76708984375,1.047607421875,-36.0910955699995,4.36546227217339,1488055494.37294
-5.0,-1.0,-2.0,-0.084716796875,-0.7646484375,1.04345703125,-36.1443811320086,3.74680365234835,1488055494.42602
-5.0,-1.0,-2.0,-0.093505859375,-0.758056640625,1.05712890625,-35.5382657881272,4.1114305848347,1488055494.47928
-5.0,-1.0,-2.0,-0.09912109375,-0.763427734375,1.057861328125,-35.698137907033,4.34499234141194,1488055494.53138
-5.0,-1.0,-2.0,-0.100830078125,-0.779541015625,1.039794921875,-36.7305309281154,4.43656664393767,1488055494.58312
-6.0,-1.0,-2.0,-0.105712890625,-0.76318359375,1.0341796875,-36.2836922901837,4.70188676960462,1488055494.63608
-5.0,-1.0,-2.0,-0.099365234375,-0.7626953125,1.03125,-36.3595292325459,4.42979618070055,1488055494.68364
-5.0,-1.0,-2.0,-0.10107421875,-0.75537109375,1.048583984375,-35.6423806335693,4.47205159010843,1488055494.73654
-5.0,-1.0,-2.0,-0.108642578125,-0.767578125,1.0419921875,-36.229230596612,4.79852871818353,1488055494.78462
-5.0,0.0,-2.0,-0.099365234375,-0.774658203125,1.038818359375,-36.587340387589,4.38482063869524,1488055494.83802
-5.0,-1.0,-2.0,-0.08935546875,-0.778076171875,1.05322265625,-36.3572703404104,3.9037268882021,1488055494.88748
-5.0,-1.0,-2.0,-0.096923828125,-0.765380859375,1.043212890625,-36.1492623140051,4.28402487384815,1488055494.93896
-5.0,-1.0,-2.0,-0.095458984375,-0.769287109375,1.06201171875,-35.8089121231189,4.16343075609376,1488055494.99156
-5.0,-1.0,-2.0,-0.091796875,-0.778564453125,1.05859375,-36.2310065888753,3.9960107247798,1488055495.04312
-6.0,-1.0,-2.0,-0.09521484375,-0.765869140625,1.05224609375,-35.9376288897252,4.1843313762094,1488055495.09522
-5.0,-1.0,-2.0,-0.10107421875,-0.757080078125,1.0458984375,-35.772736507059,4.47611079316844,1488055495.14841
-5.0,-1.0,-2.0,-0.093505859375,-0.765625,1.056396484375,-35.8266109359492,4.09939653960071,1488055495.20167
-5.0,-1.0,-2.0,-0.095458984375,-0.770751953125,1.052734375,-36.0977100712372,4.18453505356819,1488055495.25469
-5.0,-1.0,-2.0,-0.09423828125,-0.764404296875,1.03857421875,-36.2414831845479,4.17964145158534,1488055495.30418
-5.0,-1.0,-2.0,-0.079833984375,-0.7626953125,1.0498046875,-35.9203221560357,3.52061788704447,1488055495.4116
-5.0,-1.0,-2.0,-0.0927734375,-0.766357421875,1.03125,-36.5068252338672,4.12998587342286,1488055495.46336
-5.0,-1.0,-2.0,-0.101318359375,-0.760986328125,1.042236328125,-36.0067220119977,4.48918156395442,1488055495.51504
-5.0,-1.0,-2.0,-0.09228515625,-0.770263671875,1.05419921875,-36.0500744212179,4.04311579390208,1488055495.56682
-5.0,-1.0,-2.0,-0.09130859375,-0.7802734375,1.03857421875,-36.8114052464513,4.02071636418179,1488055495.61996
-5.0,-1.0,-2.0,-0.10888671875,-0.780517578125,1.044921875,-36.6101260416809,4.77233102783813,1488055495.67177
-5.0,-1.0,-2.0,-0.099853515625,-0.764404296875,1.040771484375,-36.1706188116752,4.42167889484025,1488055495.72478
-5.0,-1.0,-2.0,-0.101318359375,-0.781005859375,1.048095703125,-36.5646610868245,4.43239985310547,1488055495.77426
-5.0,-1.0,-2.0,-0.096435546875,-0.76904296875,1.05908203125,-35.8725501239078,4.21392383887778,1488055495.8259
-5.0,-1.0,-2.0,-0.1025390625,-0.76025390625,1.05126953125,-35.7448776316814,4.51906120272265,1488055495.87504
-5.0,-1.0,-2.0,-0.092041015625,-0.760009765625,1.046142578125,-35.8929661142464,4.07146072618723,1488055495.92787
-5.0,-1.0,-2.0,-0.09521484375,-0.7646484375,1.051025390625,-35.9255460164572,4.18980172778926,1488055495.97853
-5.0,-1.0,-2.0,-0.096435546875,-0.759033203125,1.05615234375,-35.5913168015119,4.24051252478308,1488055496.02977
-5.0,-1.0,-2.0,-0.108154296875,-0.750732421875,1.0595703125,-35.1785875556992,4.76101216818503,1488055496.08408
-5.0,-1.0,-2.0,-0.098876953125,-0.76123046875,1.04736328125,-35.8890934585274,4.36698170271835,1488055496.13477
-5.0,-1.0,-2.0,-0.09716796875,-0.769287109375,1.05908203125,-35.8794804411003,4.24534808739436,1488055496.18972
-5.0,-1.0,-2.0,-0.1064453125,-0.760986328125,1.03125,-36.2796455906624,4.7477813753541,1488055496.23817
-5.0,-1.0,-2.0,-0.092529296875,-0.7685546875,1.052734375,-36.0265931725894,4.06056734940339,1488055496.28862
-5.0,-1.0,-2.0,-0.09228515625,-0.7509765625,1.044921875,-35.59906398285,4.1020789020314,1488055496.34012
-5.0,-1.0,-2.0,-0.093505859375,-0.7666015625,1.060546875,-35.7555052095777,4.08711227962556,1488055496.39074
